folder	key	title	critic	user	release	developer	publisher	critic_sources	user_sources
megadrive	the magic school bus	The Magic School Bus
megadrive	the miracle piano teaching system	The Miracle Piano Teaching System		5.4	1990-01-01	The Software Toolworks	The Software Toolworks		GameFAQs community=4.3; LaunchBox community Bayesian (raw 5.9, n=10)=6.5; LaunchBox Community=5.4
megadrive	the ooze	The Ooze	5.8	6.6	1995-09-22	Sega Technical Institute	Sega of America	MobyGames (n=5)=5.8	GameFAQs community=6.2; LaunchBox community Bayesian (raw 7.0, n=79)=7.0; LaunchBox Community=6.6
megadrive	the pagemaster	The Pagemaster		6.5	1994-11-23	Probe Software	Fox Interactive		GameFAQs community=5.4; LaunchBox community Bayesian (raw 7.6, n=76)=7.5; LaunchBox Community=6.5
megadrive	the pirates of dark water	The Pirates of Dark Water		6.8	1994-05-01	Iguana Entertainment	Sunsoft		GameFAQs community=6.5; LaunchBox community Bayesian (raw 7.0, n=93)=7.0; LaunchBox Community=6.8
megadrive	the punisher	The Punisher	7.3	7.8	1995-02-01	Sculptured Software	Capcom	GameRankings (n=3)=7.3	GameFAQs community=7.8; LaunchBox community Bayesian (raw 7.9, n=116)=7.8; LaunchBox Community=7.8
megadrive	the ren and stimpy show stimpy s invention	The Ren and Stimpy Show: Stimpy's Invention	6.9		1993	BlueSky Software, Inc.		MobyGames (n=5)=6.9
megadrive	the revenge of shinobi	The Revenge of Shinobi	8.3	8.0	1989-12-02	Sega Enterprises	Sega of America	GameRankings (n=5)=7.9; MobyGames (n=5)=8.7	GameFAQs community=7.7; LaunchBox community Bayesian (raw 8.4, n=290)=8.4; LaunchBox Community=8.0
megadrive	the simpsons bart s nightmare	The Simpsons: Bart's Nightmare	5.7	5.9	1993-08-01	Sculptured Software	Flying Edge	MobyGames (n=5)=5.7	GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.4, n=81)=6.5; LaunchBox Community=5.9
megadrive	the simpsons bart vs the space mutants	The Simpsons: Bart vs The Space Mutants	5.3	5.7	1992-06-01	Arc Developments	Flying Edge	MobyGames (n=5)=5.3	GameFAQs community=5.1; LaunchBox community Bayesian (raw 6.3, n=95)=6.4; LaunchBox Community=5.7
megadrive	the steel empire	The Steel Empire	7.3	7.5	1992-03-13	Hot-B	Acclaim Entertainment	MobyGames (n=5)=7.3	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.9, n=109)=7.8; Legacy community=7.5
megadrive	the terminator	The Terminator	5.7	6.3	1992-02-01	Probe Software	Virgin Games	GameRankings (n=3)=5.7	GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.5, n=81)=6.6; LaunchBox Community=6.3
megadrive	the tick	The Tick	4.2	5.3	1994-01-01	Software Creations	Fox Interactive	MobyGames (n=5)=4.2	GameFAQs community=4.7; LaunchBox community Bayesian (raw 5.7, n=58)=5.9; LaunchBox Community=5.3
megadrive	theme park	Theme Park	7.8	6.9	1995-05-02	Bullfrog Productions	Electronic Arts	MobyGames (n=5)=7.8	GameFAQs community=6.7; LaunchBox community Bayesian (raw 7.0, n=55)=7.0; LaunchBox Community=6.9
megadrive	thomas the tank engine and friends	Thomas the Tank Engine & Friends		5.5	1993-11-01	Malibu Interactive	THQ		GameFAQs community=5.1; LaunchBox community Bayesian (raw 5.2, n=18)=5.8; LaunchBox Community=5.5
megadrive	thunder force ii	Thunder Force II	7.2	6.8	1989-08-14	TechnoSoft	Technosoft	GameRankings (n=4)=7.2	GameFAQs community=6.7; LaunchBox community Bayesian (raw 6.9, n=116)=6.9; LaunchBox Community=6.8
megadrive	thunder force iii	Thunder Force III	8.2	8.1	1990-06-08	TechnoSoft	Technosoft	GameRankings (n=3)=7.4; MobyGames (n=5)=8.7	GameFAQs community=7.8; LaunchBox community Bayesian (raw 8.5, n=153)=8.4; LaunchBox Community=8.1
megadrive	thunder fox	Thunder Fox	5.2	6.1	1991-01-01	Taito	Taito	MobyGames (n=5)=5.2	GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.5, n=59)=6.6; LaunchBox Community=6.1
megadrive	time killers	Time Killers	2.0	4.2	1996-07-01	Incredible Technologies	Strata	MobyGames (n=5)=2.0	GameFAQs community=3.7; LaunchBox community Bayesian (raw 4.2, n=43)=4.7
megadrive	tinhead	Tinhead		7.0	1993-08-19	MicroProse	Ballistic		GameFAQs community=6.9; LaunchBox community Bayesian (raw 7.0, n=59)=7.0
megadrive	tiny toon adventures acme all stars	Tiny Toon Adventures: Acme All-Stars	7.1	7.4	1994-09-01	Konami	Konami	MobyGames (n=5)=7.1	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.2, n=102)=7.2; LaunchBox Community=7.4
megadrive	tiny toon adventures buster s hidden treasure	Tiny Toon Adventures: Buster's Hidden Treasure	8.6	7.9	1993-03-01	Konami	Konami	MobyGames (n=5)=8.6	GameFAQs community=7.7; LaunchBox community Bayesian (raw 8.1, n=177)=8.0; LaunchBox Community=7.9
megadrive	tnn bass tournament of champions	TNN Bass Tournament of Champions		5.3	1994-12-01	Imagitec Design	American Softworks		GameFAQs community=5.7; LaunchBox community Bayesian (raw 4.2, n=24)=5.0; LaunchBox Community=5.3
megadrive	tnn outdoors bass tournament 96	TNN Outdoors Bass Tournament '96		5.4	1996-01-01	Imagitec Design	American Softworks		GameFAQs community=5.7; LaunchBox community Bayesian (raw 4.1, n=17)=5.2; LaunchBox Community=5.4
megadrive	todd s adventures in slime world	Todd's Adventures in Slime World	6.1	5.9	1992-04-30	Epyx	Micro World	MobyGames (n=5)=6.1	GameFAQs community=5.8; LaunchBox community Bayesian (raw 5.7, n=50)=5.9; LaunchBox Community=5.9
megadrive	toejam and earl	ToeJam & Earl	8.3	8.2	1991-10-15	Johnson Voorsanger Productions	Sega of America	GameRankings (n=8)=8.3; MobyGames (n=5)=8.4	GameFAQs community=8.0; LaunchBox community Bayesian (raw 8.5, n=207)=8.4; LaunchBox Community=8.2
megadrive	toejam and earl in panic on funkotron	ToeJam & Earl in Panic on Funkotron	7.2	7.7	1993-12-01	ToeJam & Earl Productions	Sega of America	GameRankings (n=8)=6.5; MobyGames (n=5)=8.4	GameFAQs community=7.7; LaunchBox community Bayesian (raw 7.8, n=115)=7.7; LaunchBox Community=7.7
megadrive	toki going ape spit	Toki: Going Ape Spit	6.8	7.1	1992-01-31	Santos	Sega of America	MobyGames (n=5)=6.8	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.0, n=84)=7.0; LaunchBox Community=7.1
megadrive	tom and jerry frantic antics	Tom and Jerry: Frantic Antics!	5.7	6.1	1993-12-01	Beam Software	Hi-Tech Expressions	MobyGames (n=5)=5.7	GameFAQs community=6.2; LaunchBox community Bayesian (raw 5.9, n=68)=6.0; LaunchBox Community=6.1
megadrive	tommy lasorda baseball	Tommy Lasorda Baseball		6.2	1989-04-22	Sega Enterprises	Sega of America		GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.1, n=57)=6.2; LaunchBox Community=6.2
megadrive	tony la russa baseball	Tony La Russa Baseball	4.6	6.0	1993-03-01	Stormfront Studios	Electronic Arts	MobyGames (n=5)=4.6	GameFAQs community=5.7; LaunchBox community Bayesian (raw 6.1, n=29)=6.3; LaunchBox Community=6.0
megadrive	top fighter 2000 mk viii	Top Fighter 2000 MK VIII		6.1	2000-01-01		X Boy		LaunchBox community Bayesian (raw 5.2, n=9)=6.1; LaunchBox Community=6.1
megadrive	top gear 2	Top Gear 2		7.4	1994-09-01	Gremlin Interactive	Vic Tokai		GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.5, n=85)=7.4; LaunchBox Community=7.4
megadrive	toughman contest	Toughman Contest		5.5	1995-03-01	Visual Concepts Entertainment	Electronic Arts		GameFAQs community=5.1; LaunchBox community Bayesian (raw 5.5, n=39)=5.8
megadrive	toxic crusaders	Toxic Crusaders	5.8	4.8	1992-12-01	Infogrames Europe	Sega of America	MobyGames (n=5)=5.8	GameFAQs community=4.0; LaunchBox community Bayesian (raw 5.2, n=47)=5.5; LaunchBox Community=4.8
megadrive	toy story	Toy Story
megadrive	toys	Toys		3.9					GameFAQs community=3.9; Legacy community=3.9
megadrive	trampoline terror	Trampoline Terror!	5.5	5.5	1990-01-01	NCS	DreamWorks	MobyGames (n=5)=5.5	GameFAQs community=5.9; LaunchBox community Bayesian (raw 4.5, n=27)=5.2; LaunchBox Community=5.5
megadrive	traysia	Traysia	4.0	5.5	1992-02-14	Riot	Telenet Japan	MobyGames (n=5)=4.0	GameFAQs community=5.3; LaunchBox community Bayesian (raw 5.2, n=42)=5.5; LaunchBox Community=5.5
megadrive	triple play 96	Triple Play 96		5.6	1995-03-18	Extended Play Productions	Electronic Arts		GameFAQs community=6.4; LaunchBox community Bayesian (raw 3.8, n=22)=4.8; LaunchBox Community=5.6
megadrive	triple play gold	Triple Play Gold
megadrive	trouble shooter	Trouble Shooter		7.6	1991-11-01	Vic Tokai	Vic Tokai		GameFAQs community=7.5; LaunchBox community Bayesian (raw 7.7, n=124)=7.6; LaunchBox Community=7.6
megadrive	troy aikman nfl football	Troy Aikman NFL Football	5.4	5.3	1994-10-01	Tradewest	Williams Entertainment	MobyGames (n=5)=5.4	GameFAQs community=5.2; LaunchBox community Bayesian (raw 4.3, n=18)=5.3; LaunchBox Community=5.3
megadrive	true lies	True Lies		7.0	1994-12-01	Beam Software	Acclaim Entertainment		GameFAQs community=6.7; LaunchBox community Bayesian (raw 7.4, n=69)=7.3; LaunchBox Community=7.0
megadrive	truxton	Truxton	7.9	7.8	1989-12-09	ToaPlan	Sega of America	MobyGames (n=5)=7.9	GameFAQs community=7.5; LaunchBox community Bayesian (raw 8.0, n=133)=7.9; LaunchBox Community=7.8
megadrive	turrican	Turrican		6.4	1991-07-01	The Code Monkeys	Accolade		GameFAQs community=5.7; LaunchBox community Bayesian (raw 7.0, n=62)=7.0; LaunchBox Community=6.4
megadrive	twin cobra	Twin Cobra	7.2	6.7	1991	Toaplan Co., Ltd.		MobyGames (n=5)=7.2	GameFAQs community=6.7
megadrive	twin hawk	Twin Hawk		6.3	1990-06-23	ToaPlan	Sega Enterprises		GameFAQs community=5.9; LaunchBox community Bayesian (raw 6.6, n=70)=6.7; LaunchBox Community=6.3
megadrive	twinkle tale	Twinkle Tale	8.3	7.7	1992-07-24	Wonder Amusement Studio	Toyo Recording	MobyGames (n=5)=8.3	GameFAQs community=7.9; LaunchBox community Bayesian (raw 7.7, n=75)=7.6
megadrive	two crude dudes	Two Crude Dudes	6.5	6.9	1992-02-28	Opera House	Data East	MobyGames (n=5)=6.5	GameFAQs community=6.7; LaunchBox community Bayesian (raw 7.2, n=100)=7.2; LaunchBox Community=6.9
megadrive	tyrants fight through time	Tyrants: Fight Through Time		6.9	1993-04-05	Sensible Software	Virgin Games		GameFAQs community=6.5; LaunchBox community Bayesian (raw 7.4, n=60)=7.3; LaunchBox Community=6.9
megadrive	ultimate mortal kombat 3	Ultimate Mortal Kombat 3	8.2	7.9	1996-10-11	Avalanche Software	Williams Entertainment	MobyGames (n=5)=8.2	GameFAQs community=7.4; LaunchBox community Bayesian (raw 8.3, n=168)=8.2; LaunchBox Community=7.9
megadrive	ultimate qix	Ultimate Qix		7.1	1991-01-25	Taito	Taito		GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.1, n=48)=7.1
megadrive	uncharted waters	Uncharted Waters		7.1	1992-04-29	Koei	Koei		GameFAQs community=7.3; LaunchBox community Bayesian (raw 6.9, n=36)=6.9; LaunchBox Community=7.1
megadrive	uncharted waters new horizons	Uncharted Waters: New Horizons
megadrive	undead line	Undead Line		7.2	1991-12-20	T&E Soft	PAL SOFT		GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.4, n=64)=7.3; LaunchBox Community=7.2
megadrive	universal soldier	Universal Soldier		6.0	1992-01-01	The Code Monkeys	Accolade		GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.8, n=46)=6.8; LaunchBox Community=6.0
megadrive	unnecessary roughness 95	Unnecessary Roughness 95	3.5	5.4	1994-11-01	Accolade	Accolade	MobyGames (n=5)=3.5	GameFAQs community=5.0; LaunchBox community Bayesian (raw 4.9, n=17)=5.7; LaunchBox Community=5.4
megadrive	urban strike	Urban Strike	8.4	7.3	1994	Foley Hi-Tech Systems		MobyGames (n=5)=8.4	GameFAQs community=7.3; Legacy community=7.3
megadrive	valis	Valis	5.8	7.2	1991-12-27	Riot	Telenet Japan	MobyGames (n=5)=5.8	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.4, n=87)=7.4; LaunchBox Community=7.2
megadrive	valis iii	Valis III	7.8	7.3	1991-03-22	Renovation Game	Telenet Japan	GameRankings (n=3)=7.8	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.6, n=89)=7.5; LaunchBox Community=7.3
megadrive	vapor trail	Vapor Trail		6.8	1991-08-02	Data East	Telenet Japan		GameFAQs community=6.5; LaunchBox community Bayesian (raw 7.2, n=72)=7.2; LaunchBox Community=6.8
megadrive	vectorman	VectorMan	7.9	7.7	1995-10-24	BlueSky Software	Sega of America	GameRankings (n=7)=7.5; MobyGames (n=5)=8.5	GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.9, n=177)=7.9; LaunchBox Community=7.7
megadrive	viewpoint	Viewpoint		6.2	1994-11-01	Nexus Interact	American Sammy		GameFAQs community=6.1; LaunchBox community Bayesian (raw 6.1, n=49)=6.3; LaunchBox Community=6.2
megadrive	virtua fighter 2	Virtua Fighter 2	5.2	5.9	1996-11-21	Data East	Sega of America	GameRankings (n=6)=4.4; MobyGames (n=5)=6.2	GameFAQs community=5.4; LaunchBox community Bayesian (raw 6.3, n=88)=6.4; LaunchBox Community=5.9
megadrive	virtua racing	Virtua Racing	8.7	7.6	1994-03-14	Sega AM2	Sega of America	MobyGames (n=5)=8.7	GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.8, n=104)=7.7; LaunchBox Community=7.6
megadrive	virtual bart	Virtual Bart	5.8	6.1	1994-01-01	Sculptured Software	Acclaim Entertainment	MobyGames (n=5)=5.8	GameFAQs community=5.7; LaunchBox community Bayesian (raw 6.4, n=68)=6.5; LaunchBox Community=6.1
megadrive	virtual pinball	Virtual Pinball		6.8	1993-11-01	BudgeCo	Electronic Arts		GameFAQs community=6.7; LaunchBox community Bayesian (raw 6.9, n=51)=6.9; LaunchBox Community=6.8
megadrive	vr troopers	VR Troopers		5.9	1995-11-01	Syrox Developments	Sega of America		GameFAQs community=5.7; LaunchBox community Bayesian (raw 6.0, n=47)=6.2; LaunchBox Community=5.9
megadrive	wacky worlds	Wacky Worlds
megadrive	wardner	Wardner		7.1	1991-04-26	Visco	Mentrix Software		GameFAQs community=6.1; LaunchBox community Bayesian (raw 8.1, n=65)=8.0; LaunchBox Community=7.1
megadrive	warlock	Warlock	6.0	6.2	1995-05-26	Realtime Associates	Acclaim Entertainment	MobyGames (n=5)=6.0	GameFAQs community=5.8; LaunchBox community Bayesian (raw 6.7, n=66)=6.7; LaunchBox Community=6.2
megadrive	warp speed	Warp Speed	4.2	5.7	1993-07-01	Accolade	Accolade	MobyGames (n=5)=4.2	LaunchBox community Bayesian (raw 4.9, n=17)=5.7; LaunchBox Community=5.7
megadrive	warrior of rome	Warrior of Rome	5.3	4.8	1991-02-24	Micronet	Micronet	MobyGames (n=5)=5.3	GameFAQs community=3.9; LaunchBox community Bayesian (raw 5.0, n=21)=5.6; LaunchBox Community=4.8
megadrive	warrior of rome ii	Warrior of Rome II	7.5	6.1	1992-05-28	Micronet	Micronet	MobyGames (n=5)=7.5	GameFAQs community=6.0; LaunchBox community Bayesian (raw 5.8, n=37)=6.1; LaunchBox Community=6.1
megadrive	warsong	Warsong	8.2	7.6	1991-04-26	Masaya Games	NCS	MobyGames (n=5)=8.2	GameFAQs community=7.9; LaunchBox community Bayesian (raw 7.4, n=74)=7.4; LaunchBox Community=7.6
megadrive	wayne gretzsky nhlpa all stars	Wayne Gretzsky NHLPA All-Stars
megadrive	wayne s world	Wayne's World		3.1	1993-08-01	Grey Matter	THQ		GameFAQs community=2.0; LaunchBox community Bayesian (raw 3.6, n=46)=4.2; LaunchBox Community=3.1
megadrive	we re back a dinosaur s tale	We're Back!: A Dinosaur's Tale		4.9					GameFAQs community=4.9
megadrive	weaponlord	WeaponLord	7.9	7.2	1995-09-01	Visual Concepts Entertainment	Namco Hometek	MobyGames (n=5)=7.9	GameFAQs community=6.3; LaunchBox community Bayesian (raw 8.1, n=75)=8.0; LaunchBox Community=7.2
megadrive	whac a critter	Whac-A-Critter
megadrive	wheel of fortune	Wheel of Fortune	4.3	5.9	1992-07-01	Imagitec Design	GameTek	MobyGames (n=5)=4.3	GameFAQs community=6.0; LaunchBox community Bayesian (raw 5.5, n=36)=5.8; LaunchBox Community=5.9
megadrive	where in time is carmen sandiego	Where in Time is Carmen Sandiego	6.6	5.5	1992-03-01	Distinctive Software	Electronic Arts	MobyGames (n=5)=6.6	GameFAQs community=5.3; LaunchBox community Bayesian (raw 5.4, n=34)=5.8; LaunchBox Community=5.5
megadrive	whip rush 2222 ad	Whip Rush 2222 AD
megadrive	wild snake	Wild Snake
megadrive	williams arcade s greatest hits	Williams Arcade's Greatest Hits		6.5	1996-09-01	Digital Eclipse Software	Midway Home Entertainment		GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.6, n=27)=6.7; LaunchBox Community=6.5
megadrive	wimbledon championship tennis	Wimbledon Championship Tennis		6.1	1993-01-01	SIMS	Sega of America		GameFAQs community=5.4; LaunchBox community Bayesian (raw 6.7, n=49)=6.8; LaunchBox Community=6.1
megadrive	wings of wor	Wings of Wor	8.1	7.6	1991-01-25	NCS	DreamWorks	MobyGames (n=5)=8.1	GameFAQs community=7.3; LaunchBox community Bayesian (raw 8.0, n=134)=7.9; LaunchBox Community=7.6
megadrive	winter challenge	Winter Challenge		5.1	1992-01-01	MindSpan	Accolade		GameFAQs community=5.1; LaunchBox community Bayesian (raw 4.7, n=42)=5.1; LaunchBox Community=5.1
megadrive	wiz n liz	Wiz 'n' Liz	8.3	7.4	1994-01-06	Raising Hell Software	Psygnosis	MobyGames (n=5)=8.3	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.8, n=67)=7.7; LaunchBox Community=7.4
megadrive	wiz n liz the frantic wabbit wescue	Wiz 'n' Liz: The Frantic Wabbit Wescue
megadrive	wolf child	Wolf Child		6.8	1993-03-01	Core Design	JVC Musical Industries		LaunchBox community Bayesian (raw 6.8, n=65)=6.8
megadrive	wolverine adamantium rage	Wolverine: Adamantium Rage	6.1	6.1	1994-01-01	Teeny Weeny Games	Acclaim Entertainment	MobyGames (n=5)=6.1	GameFAQs community=5.8; LaunchBox community Bayesian (raw 6.3, n=67)=6.4; LaunchBox Community=6.1
megadrive	wonder boy iii monster lair	Wonder Boy III: Monster Lair	2.7	6.8	1990-12-22	Sega Enterprises	Sega Enterprises	GameRankings (n=3)=2.7	GameFAQs community=6.3; LaunchBox community Bayesian (raw 7.3, n=84)=7.3; LaunchBox Community=6.8
megadrive	wonder boy in monster world	Wonder Boy in Monster World	8.0	7.8	1991-10-25	Westone	Sega of America	GameRankings (n=6)=7.7; MobyGames (n=5)=8.4	GameFAQs community=7.9; LaunchBox community Bayesian (raw 7.9, n=156)=7.8; LaunchBox Community=7.8
megadrive	world championship soccer	World Championship Soccer		5.8	1989-07-29	Sega Enterprises	Sega of America		GameFAQs community=5.7; LaunchBox community Bayesian (raw 5.7, n=73)=5.9; LaunchBox Community=5.8
megadrive	world championship soccer ii	World Championship Soccer II	6.2	5.8	1994-08-17	Sensible Software	Sega of America	MobyGames (n=5)=6.2	GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.1, n=32)=6.3; LaunchBox Community=5.8
megadrive	world class leaderboard golf	World Class Leaderboard Golf		5.3	1992-08-01	Tiertex	U.S. Gold		GameFAQs community=5.1; LaunchBox community Bayesian (raw 5.1, n=44)=5.5; LaunchBox Community=5.3
megadrive	world cup usa 94	World Cup USA 94		5.7	1994-06-03	Tiertex	U.S. Gold		GameFAQs community=5.4; LaunchBox community Bayesian (raw 5.9, n=39)=6.1; LaunchBox Community=5.7
megadrive	world heroes	World Heroes	5.2	5.9	1994-08-16	Sega Midwest Studio	Sega of America	MobyGames (n=5)=5.2	GameFAQs community=5.8; LaunchBox community Bayesian (raw 5.9, n=54)=6.1
megadrive	world of illusion starring mickey mouse and donald duck	World of Illusion Starring Mickey Mouse and Donald Duck		8.1	1992-12-14	Sega Enterprises	Sega of America		GameFAQs community=8.0; LaunchBox community Bayesian (raw 8.3, n=197)=8.2; LaunchBox Community=8.1
megadrive	world series baseball	World Series Baseball		7.0	1994-04-01	BlueSky Software	Sega of America		GameFAQs community=6.8; LaunchBox community Bayesian (raw 7.3, n=66)=7.3; LaunchBox Community=7.0
megadrive	world series baseball 95	World Series Baseball '95	8.6	6.7	1995-04-01	BlueSky Software	Sega of America	MobyGames (n=5)=8.6	GameFAQs community=7.2; LaunchBox community Bayesian (raw 6.0, n=45)=6.2; LaunchBox Community=6.7
megadrive	world series baseball 96	World Series Baseball '96		6.6	1996-08-01	BlueSky Software	Sega of America		GameFAQs community=6.9; LaunchBox community Bayesian (raw 6.2, n=39)=6.4; LaunchBox Community=6.6
megadrive	world series baseball 98	World Series Baseball 98		7.0	1997-07-18	BlueSky Software	Sega of America		GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.4, n=37)=7.3; LaunchBox Community=7.0
megadrive	world trophy soccer	World Trophy Soccer	7.3	6.5	1992-07-01	Game Arts	Virgin Games	MobyGames (n=5)=7.3	GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.9, n=60)=6.9; LaunchBox Community=6.5
megadrive	wwf raw	WWF Raw	7.8	7.0	1994-01-01	Sculptured Software	Acclaim Entertainment	MobyGames (n=5)=7.8	GameFAQs community=7.2; LaunchBox community Bayesian (raw 6.8, n=66)=6.8; LaunchBox Community=7.0
megadrive	wwf royal rumble	WWF Royal Rumble	7.8	6.8	1993-09-15	Sculptured Software	Acclaim Entertainment	MobyGames (n=5)=7.8	GameFAQs community=7.3; LaunchBox community Bayesian (raw 6.4, n=83)=6.5; LaunchBox Community=6.8
megadrive	wwf super wrestlemania	WWF: Super Wrestlemania		5.9	1992-11-22	Sculptured Software	Flying Edge		GameFAQs community=5.7; LaunchBox community Bayesian (raw 5.8, n=69)=6.0; LaunchBox Community=5.9
megadrive	wwf wrestlemania arcade	WWF Wrestlemania Arcade
megadrive	x men	X-Men		7.0	1993-04-01	Western Technologies	Sega of America		GameFAQs community=6.7; LaunchBox community Bayesian (raw 7.3, n=160)=7.3; LaunchBox Community=7.0
megadrive	x men 2 clone wars	X-Men 2: Clone Wars	7.8	7.9	1995-02-01	Headgames	Sega of America	MobyGames (n=5)=7.8	GameFAQs community=7.5; LaunchBox community Bayesian (raw 8.3, n=202)=8.2; LaunchBox Community=7.9
megadrive	x perts	X-Perts	5.3	4.0	1996-06-01	Abalone	Deep Water	MobyGames (n=5)=5.3	GameFAQs community=3.5; LaunchBox community Bayesian (raw 3.8, n=41)=4.4; LaunchBox Community=4.0
megadrive	young indiana jones instrument of chaos	Young Indiana Jones: Instrument of Chaos
megadrive	ys iii wanderers from ys	Ys III: Wanderers from Ys	6.7	6.9	1991	Nihon Falcom Corp.		MobyGames (n=5)=6.7	GameFAQs community=6.9; Legacy community=6.9
megadrive	yu yu hakusho makyou toitsusen	Yu Yu Hakusho: Makyou Toitsusen		7.8	1994-09-30	Treasure	Sega Enterprises		LaunchBox community Bayesian (raw 7.9, n=67)=7.8; LaunchBox Community=7.8
megadrive	zany golf	Zany Golf		5.2	1990-01-01	Sandcastle	Electronic Arts		GameFAQs community=4.9; LaunchBox community Bayesian (raw 5.3, n=56)=5.6; LaunchBox Community=5.2
megadrive	zero the kamikaze squirrel	Zero the Kamikaze Squirrel	7.5	6.7	1994-10-01	Iguana Entertainment	Sunsoft	MobyGames (n=5)=7.5	GameFAQs community=6.4; LaunchBox community Bayesian (raw 7.0, n=79)=7.0; LaunchBox Community=6.7
megadrive	zero tolerance	Zero Tolerance		7.1	1994-01-01	Technopop	Accolade		GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.1, n=90)=7.1
megadrive	zombies ate my neighbors	Zombies Ate My Neighbors	8.3	7.9	1993-09-01	LucasArts	Konami	GameRankings (n=3)=8.4; MobyGames (n=5)=8.2	GameFAQs community=7.6; LaunchBox community Bayesian (raw 8.3, n=165)=8.2; LaunchBox Community=7.9
megadrive	zool	Zool	7.2		1993	Gremlin Interactive Limited		MobyGames (n=5)=7.2
megadrive	zoom	Zoom!	6.1	6.0	1990-01-13	Cyclone System	Sega of America	MobyGames (n=5)=6.1	GameFAQs community=6.2; LaunchBox community Bayesian (raw 5.6, n=69)=5.8; LaunchBox Community=6.0
megadrive	zoop	Zoop		5.9	1995-06-01	PanelComp	Viacom New Media		GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.0, n=54)=6.2; LaunchBox Community=5.9
n3ds	donkey kong country returns 3d	Donkey Kong Country Returns 3D	8.4		2013-01-01			GameRankings=8.4 (n=41)
n3ds	kid icarus uprising	Kid Icarus: Uprising	8.4	8.7	2012-03-23	Project Sora	Nintendo	Metacritic=8.3 (n=75) | GameRankings=8.5 (n=53)	Metacritic users=8.7
n3ds	metroid samus returns	Metroid: Samus Returns	8.6	8.7	2017-09-15	Mercury Steam	Nintendo	Metacritic=8.5 (n=87) | GameRankings=8.7 (n=43)	Metacritic users=8.7
n3ds	star fox 64 3d	Star Fox 64 3D	8.1	8	2011-09-09	Q-Games	Nintendo	Metacritic=8.1 (n=65) | GameRankings=8.2 (n=43)	Metacritic users=8.0
n3ds	the legend of zelda a link between worlds	The Legend of Zelda A Link Between Worlds	9.1	8.9	2013-11-22	Nintendo	Nintendo	Metacritic=9.1 (n=81) | GameRankings=9.1 (n=55)	Metacritic users=8.9
n3ds	the legend of zelda majora s mask 3d	The Legend of Zelda Majora's Mask 3D	9	8.9	2015-02-13	GREZZO	Nintendo	Metacritic=8.9 (n=82) | GameRankings=9.0 (n=58)	Metacritic users=8.9
n3ds	the legend of zelda ocarina of time 3d	The Legend of Zelda Ocarina of Time 3D	9.4	9.1	2011-06-19	GREZZO	Nintendo	Metacritic=9.4 (n=85) | GameRankings=9.4 (n=59)	Metacritic users=9.1
n64	007 the world is not enough	007: The World Is Not Enough	8.1	7.4	2000-11-01	Eurocom Developments	Electronic Arts	Metacritic=8.1; GameRankings (n=24)=8.1; MobyGames (n=5)=8.3	Metacritic users=7.7; GameFAQs community=7.1; LaunchBox community Bayesian (raw 7.4, n=329)=7.4
n64	1080 snowboarding	1080° Snowboarding	8.8	7.7	1998-02-28	Nintendo EAD	Nintendo	MobyGames (n=5)=8.8	LaunchBox community Bayesian (raw 7.7, n=339)=7.7
n64	a bug s life	A Bug's Life	5.4	6.7	1999-05-26	Traveller's Tales (UK)	Activision	GameRankings (n=13)=5.4	LaunchBox community Bayesian (raw 6.7, n=94)=6.7
n64	aerofighters assault	AeroFighters Assault	5.7	6.6	1997-11-01	Paradigm Entertainment	Video System	GameRankings (n=7)=5.9; MobyGames (n=5)=5.4	LaunchBox community Bayesian (raw 6.6, n=149)=6.6
n64	aerogauge	AeroGauge	5.6	6.2	1997-12-19	Locomotive	ASCII Entertainment Software	GameRankings (n=12)=5.8; MobyGames (n=5)=5.2	GameFAQs community=6.2; LaunchBox community Bayesian (raw 6.2, n=159)=6.2
n64	aidyn chronicles the first mage	Aidyn Chronicles: The First Mage	4.9	6.6	2001-03-14	H2O Entertainment	THQ	Metacritic=5.3; GameRankings (n=12)=4.7; MobyGames (n=5)=5.2	Metacritic users=7.4; GameFAQs community=6.4; LaunchBox community Bayesian (raw 5.9, n=100)=6.0; Legacy community=6.6
