folder	key	title	critic	user	release	developer	publisher	critic_sources	user_sources
snes	might and magic iii isles of terra	Might and Magic III: Isles of Terra		6.5	1995-01-01	Iguana Entertainment	FCI		GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.6, n=44)=6.7; LaunchBox Community=6.5
snes	mighty max	Mighty Max
snes	mighty morphin power rangers	Mighty Morphin Power Rangers	5.4	7.2	1994-09-01	Natsume	Bandai	MobyGames (n=5)=5.4	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.5, n=161)=7.5; LaunchBox Community=7.2
snes	mighty morphin power rangers the fighting edition	Mighty Morphin Power Rangers: The Fighting Edition		7.4	1995-09-01	Natsume	Bandai		GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.6, n=108)=7.5; LaunchBox Community=7.4
snes	mighty morphin power rangers the movie	Mighty Morphin Power Rangers: The Movie	5.5	7.2	1995-06-23	Natsume	Bandai	MobyGames (n=5)=5.5	GameFAQs community=7.1; LaunchBox community Bayesian (raw 7.4, n=144)=7.4; LaunchBox Community=7.2
snes	mlbpa baseball	MLBPA Baseball		6.0	1994-03-01	Visual Concepts Entertainment	Electronic Arts		GameFAQs community=5.1; LaunchBox community Bayesian (raw 6.9, n=33)=6.9; LaunchBox Community=6.0
snes	mobile suit gundam wing endless duel	Mobile Suit Gundam Wing: Endless Duel
snes	mohawk and headphone jack	Mohawk & Headphone Jack	6.1	5.6	1996-08-01	Solid Software	THQ	MobyGames (n=5)=6.1	GameFAQs community=5.1; LaunchBox community Bayesian (raw 6.0, n=46)=6.2; LaunchBox Community=5.6
snes	monopoly	Monopoly	5.0	7.0	1992			GameRankings (n=3)=5.0	GameFAQs community=7.0
snes	mortal kombat	Mortal Kombat		7.4	1993-09-13	Sculptured Software	Acclaim Entertainment		LaunchBox community Bayesian (raw 7.4, n=216)=7.4
snes	mortal kombat ii	Mortal Kombat II	8.9	8.0	1994-09-01	Sculptured Software	Acclaim Entertainment	GameRankings (n=4)=8.6; MobyGames (n=5)=9.1	GameFAQs community=7.8; LaunchBox community Bayesian (raw 8.3, n=260)=8.3; LaunchBox Community=8.0
snes	mountain bike rally	Mountain Bike Rally
snes	mr do	Mr. Do!		7.2					GameFAQs community=7.2
snes	mr nutz	Mr. Nutz	8.0	7.1	1994-08-01	Ocean Software	Ocean Software	MobyGames (n=5)=8.0	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.3, n=71)=7.3; LaunchBox Community=7.1
snes	mr tuff	Mr. Tuff
snes	ms pac man	Ms. Pac-Man		7.6	1996-09-01	Digital Eclipse Software	Williams Entertainment		GameFAQs community=7.6; LaunchBox community Bayesian (raw 7.6, n=99)=7.5
snes	mtv s beavis and butt head	MTV's Beavis and Butt-Head	5.3		1994	Realtime Associates, Inc.		MobyGames (n=5)=5.3
snes	musya	Musya		5.7					GameFAQs community=5.7
snes	musya the classic japanese tale of horror	Musya: The Classic Japanese Tale of Horror	4.7	6.0	1992-04-21	Jorudan	SETA	MobyGames (n=5)=4.7	LaunchBox community Bayesian (raw 5.9, n=78)=6.0; LaunchBox Community=6.0
snes	mutant chronicles doom troopers	Mutant Chronicles: Doom Troopers
snes	mysterious dungeon 2 shiren the wanderer	Mysterious Dungeon 2: Shiren the Wanderer
snes	mystic quest legend	Mystic Quest Legend
snes	natsume championship wrestling	Natsume Championship Wrestling		5.4	1994-06-10	Natsume	Natsume		GameFAQs community=5.2; LaunchBox community Bayesian (raw 5.2, n=43)=5.5; LaunchBox Community=5.4
snes	nba all star challenge	NBA All-Star Challenge	5.9	5.7	1992-12-01	Beam Software	LJN	MobyGames (n=5)=5.9	GameFAQs community=5.3; LaunchBox community Bayesian (raw 6.0, n=40)=6.2; LaunchBox Community=5.7
snes	nba give n go	NBA Give 'n Go		6.9	1995-09-29	Konami Computer Entertainment Osaka	Konami		GameFAQs community=7.0; LaunchBox community Bayesian (raw 6.8, n=47)=6.8; LaunchBox Community=6.9
snes	nba hangtime	NBA Hangtime		7.3	1996-11-01	Funcom Oslo	Midway Home Entertainment		LaunchBox community Bayesian (raw 7.4, n=55)=7.3; LaunchBox Community=7.3
snes	nba jam	NBA Jam	8.8	7.7	1994-03-01	Iguana Entertainment	Acclaim Entertainment	GameRankings (n=4)=8.8; MobyGames (n=5)=8.8	GameFAQs community=7.8; LaunchBox community Bayesian (raw 7.7, n=126)=7.6
snes	nba jam tournament edition	NBA Jam Tournament Edition	8.6	8.2	1995-02-23	Iguana Entertainment	Acclaim Entertainment	GameRankings (n=3)=7.8; MobyGames (n=5)=9.0	GameFAQs community=8.1; LaunchBox community Bayesian (raw 8.4, n=160)=8.3; LaunchBox Community=8.2
snes	nba live 95	NBA Live 95	9.0	7.3	1994-12-03	Hitmen Productions	Electronic Arts	MobyGames (n=5)=9.0	GameFAQs community=7.1; LaunchBox community Bayesian (raw 7.6, n=49)=7.5; LaunchBox Community=7.3
snes	nba live 96	NBA Live 96	8.7	7.2	1995-10-01	Hitmen Productions	Electronic Arts	GameRankings (n=3)=8.8; MobyGames (n=5)=8.6	GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.0, n=49)=7.0; LaunchBox Community=7.2
snes	nba live 97	NBA Live 97		6.7	1996-12-01	NuFX	Electronic Arts		GameFAQs community=7.1; LaunchBox community Bayesian (raw 6.3, n=42)=6.4; LaunchBox Community=6.7
snes	nba live 98	NBA Live 98		7.7	1997-11-01	Tiertex Design Studios	Electronic Arts		GameFAQs community=8.3; LaunchBox community Bayesian (raw 7.1, n=46)=7.1; LaunchBox Community=7.7
snes	nba showdown	NBA Showdown	6.5	6.6	1993-10-01	Electronic Arts	Electronic Arts	MobyGames (n=5)=6.5	GameFAQs community=6.2; LaunchBox community Bayesian (raw 7.1, n=35)=7.1; LaunchBox Community=6.6
snes	ncaa basketball	NCAA Basketball	7.9	6.4	1992-06-19	Sculptured Software	Nintendo	GameRankings (n=3)=8.0; MobyGames (n=5)=7.8	GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.4, n=47)=6.5
snes	ncaa final four basketball	NCAA Final Four Basketball		5.2	1994-02-16	Bitmasters	Mindscape		GameFAQs community=4.9; LaunchBox community Bayesian (raw 4.9, n=30)=5.4; LaunchBox Community=5.2
snes	ncaa football	NCAA Football		5.5	1994-10-01	The Software Toolworks	Mindscape		GameFAQs community=5.3; LaunchBox community Bayesian (raw 5.3, n=35)=5.7; LaunchBox Community=5.5
snes	new horizons	New Horizons		7.6	1994-02-25	Koei	Koei		GameFAQs community=7.9; LaunchBox community Bayesian (raw 7.3, n=61)=7.3; LaunchBox Community=7.6
snes	newman hass indy car featuring nigel mansell	Newman-Hass Indy Car Featuring Nigel Mansell
snes	nfl football	NFL Football	5.0	5.5	1993-07-01	Park Place Productions	Konami	MobyGames (n=5)=5.0	GameFAQs community=5.0; LaunchBox community Bayesian (raw 5.7, n=34)=6.0; LaunchBox Community=5.5
snes	nfl quarterback club	NFL Quarterback Club	7.9	6.1	1994-12-01	Iguana Entertainment	Acclaim Entertainment	MobyGames (n=5)=7.9	GameFAQs community=6.1; LaunchBox community Bayesian (raw 5.9, n=38)=6.1; LaunchBox Community=6.1
snes	nfl quarterback club 96	NFL Quarterback Club 96	8.1	5.8	1995-11-01	Iguana Entertainment	Acclaim Entertainment	MobyGames (n=5)=8.1	GameFAQs community=6.1; LaunchBox community Bayesian (raw 5.2, n=39)=5.6; LaunchBox Community=5.8
snes	nhl 94	NHL '94	8.8	7.7	1993-10-01	Electronic Arts Canada	Electronic Arts	MobyGames (n=5)=8.8	GameFAQs community=7.5; LaunchBox community Bayesian (raw 7.9, n=77)=7.8; LaunchBox Community=7.7
snes	nhl 95	NHL 95	8.0	7.1	1994-11-01	High Score Productions	Electronic Arts	MobyGames (n=5)=8.0	GameFAQs community=6.9; LaunchBox community Bayesian (raw 7.3, n=42)=7.2; LaunchBox Community=7.1
snes	nhl 96	NHL 96	8.5	7.3	1995-09-01	Tiburon Entertainment	Electronic Arts	MobyGames (n=5)=8.5	GameFAQs community=7.4; LaunchBox community Bayesian (raw 7.3, n=55)=7.3
snes	nhl 97	NHL 97		7.2	1996-10-01	Ceris Software	Electronic Arts		GameFAQs community=7.4; LaunchBox community Bayesian (raw 6.9, n=35)=6.9; LaunchBox Community=7.2
snes	nhl 98	NHL 98		7.5	1997-12-01	Al Baker & Associates	Electronic Arts		GameFAQs community=8.1; LaunchBox community Bayesian (raw 6.8, n=44)=6.8; LaunchBox Community=7.5
snes	nhl stanley cup	NHL Stanley Cup	5.8	6.3	1993-11-02	Sculptured Software	Nintendo	MobyGames (n=5)=5.8	GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.4, n=47)=6.5; LaunchBox Community=6.3
snes	nhlpa hockey 93	NHLPA Hockey 93		6.6	1992-12-01	Park Place Productions	Electronic Arts		GameFAQs community=6.9; LaunchBox community Bayesian (raw 6.1, n=42)=6.3; LaunchBox Community=6.6
snes	nickelodeon guts	Nickelodeon Guts		5.4	1994-11-01	Viacom New Media	Viacom New Media		GameFAQs community=5.1; LaunchBox community Bayesian (raw 5.3, n=37)=5.7; LaunchBox Community=5.4
snes	nigel mansell s world championship racing	Nigel Mansell's World Championship Racing		7.1	1993-03-19	Gremlin Graphics Software	Nintendo		GameFAQs community=6.7; LaunchBox community Bayesian (raw 7.5, n=63)=7.4; LaunchBox Community=7.1
snes	ninja gaiden trilogy	Ninja Gaiden Trilogy		7.7	1995-08-10	Tecmo	Tecmo		GameFAQs community=7.3; LaunchBox community Bayesian (raw 8.1, n=137)=8.0; LaunchBox Community=7.7
snes	ninjawarriors	Ninjawarriors		7.9	1994-01-28	Natsume	Taito		LaunchBox community Bayesian (raw 8.0, n=167)=7.9; LaunchBox Community=7.9
snes	no escape	No Escape		5.1	1994-11-01	BITS	Sony Imagesoft		GameFAQs community=4.7; LaunchBox community Bayesian (raw 5.2, n=42)=5.5; LaunchBox Community=5.1
snes	nobunaga s ambition	Nobunaga's Ambition	7.0	6.7	1993-08-05	Koei	Koei	GameRankings (n=3)=7.0	GameFAQs community=6.3; LaunchBox community Bayesian (raw 7.0, n=47)=7.0; LaunchBox Community=6.7
snes	nobunaga s ambition lord of darkness	Nobunaga's Ambition: Lord of Darkness
snes	nolan ryan s baseball	Nolan Ryan's Baseball		6.1	1991-07-02	Affect	SETA		GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.3, n=33)=6.5; LaunchBox Community=6.1
snes	nosferatu	Nosferatu		7.5	1994-10-07	SETA	SETA		GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.8, n=96)=7.7; LaunchBox Community=7.5
snes	obitus	Obitus		4.6	1994-09-01	Scenario Developments	Bullet-Proof Software		GameFAQs community=4.0; LaunchBox community Bayesian (raw 4.9, n=42)=5.3; LaunchBox Community=4.6
snes	ogre battle the march of the black queen	Ogre Battle: The March of the Black Queen	8.4	8.2	1993-03-12	Quest	Quest	GameRankings (n=7)=8.4	GameFAQs community=8.2; LaunchBox community Bayesian (raw 8.3, n=121)=8.2
snes	olympic summer games	Olympic Summer Games	5.8	6.1	1996-06-27	Tiertex	Black Pearl Software	MobyGames (n=5)=5.8	LaunchBox community Bayesian (raw 5.9, n=40)=6.1; LaunchBox Community=6.1
snes	on the ball	On the Ball		7.2	1992-06-26	Taito	Taito		GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.1, n=59)=7.1; LaunchBox Community=7.2
snes	operation europe path to victory 1939 45	Operation Europe: Path to Victory 1939-45		5.9	1993-01-16	Koei	Koei		GameFAQs community=6.4; LaunchBox community Bayesian (raw 5.1, n=45)=5.4; LaunchBox Community=5.9
snes	operation logic bomb	Operation Logic Bomb
snes	operation logic bomb the ultimate search and destroy	Operation Logic Bomb: The Ultimate Search & Destroy	7.2	7.5	1993-04-23	Jaleco	Jaleco	GameRankings (n=3)=7.2	GameFAQs community=7.1; LaunchBox community Bayesian (raw 7.9, n=76)=7.8; LaunchBox Community=7.5
snes	operation thunderbolt	Operation Thunderbolt		6.4	1994-10-01	Aisystem Tokyo	Taito		GameFAQs community=6.1; LaunchBox community Bayesian (raw 6.6, n=45)=6.7; LaunchBox Community=6.4
snes	oscar	Oscar	4.3	5.9	1996-10-01	Flair Software	Titus France	MobyGames (n=5)=4.3	GameFAQs community=5.2; LaunchBox community Bayesian (raw 6.4, n=49)=6.5; LaunchBox Community=5.9
snes	out of this world	Out of This World	8.3	7.5	1992-11-01	Interplay Productions	Interplay Productions	GameRankings (n=5)=8.4; MobyGames (n=5)=8.2	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.9, n=132)=7.8; LaunchBox Community=7.5
snes	out to lunch	Out to Lunch		6.0	1993-09-01	Mindscape	Mindscape		GameFAQs community=5.4; LaunchBox community Bayesian (raw 6.4, n=45)=6.5; LaunchBox Community=6.0
snes	outlander	Outlander	5.9	6.1	1993-04-01	Mindscape	Mindscape	MobyGames (n=5)=5.9	GameFAQs community=5.5; LaunchBox community Bayesian (raw 6.6, n=49)=6.7; LaunchBox Community=6.1
snes	p t o ii pacific theater of operations	P T O II: Pacific Theater of Operations		7.7					GameFAQs community=7.7
snes	p t o pacific theater of operations	P.T.O.: Pacific Theater of Operations		7.4	1992-09-24	Koei	Koei		GameFAQs community=6.9; LaunchBox community Bayesian (raw 8.0, n=40)=7.8; LaunchBox Community=7.4
snes	pac attack	Pac-Attack	6.6	6.9	1993-10-01	Namco	Namco	GameRankings (n=5)=6.6	GameFAQs community=7.2; LaunchBox community Bayesian (raw 6.7, n=70)=6.7; LaunchBox Community=6.9
snes	pac in time	Pac-In-Time		6.3	1995-01-03	Atreid Concept	Namco		GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.1, n=54)=6.2; LaunchBox Community=6.3
snes	pac man 2 the new adventures	Pac-Man 2: The New Adventures		6.8	1994-08-26	Namco	Namco		GameFAQs community=6.6; LaunchBox community Bayesian (raw 7.0, n=83)=7.0; LaunchBox Community=6.8
snes	pacific theater of operations ii	Pacific Theater of Operations II
snes	packy and marlon	Packy & Marlon		4.5					GameFAQs community=4.5
snes	paladin s quest	Paladin's Quest	4.2	6.6	1992-11-13	Copya System	Enix	GameRankings (n=3)=4.2	GameFAQs community=6.8; LaunchBox community Bayesian (raw 6.3, n=60)=6.4; LaunchBox Community=6.6
snes	paperboy 2	Paperboy 2	4.2	5.9	1991-11-01	Tengen	Mindscape	MobyGames (n=5)=4.2	GameFAQs community=6.2; LaunchBox community Bayesian (raw 5.5, n=74)=5.7; LaunchBox Community=5.9
snes	parodius	Parodius	8.8	7.8	1992-07-03	Konami	Konami	MobyGames (n=5)=8.8	LaunchBox community Bayesian (raw 7.9, n=98)=7.8; LaunchBox Community=7.8
snes	parodius non sense fantasy	Parodius: Non-Sense Fantasy
snes	pebble beach golf links	Pebble Beach Golf Links
snes	pga european tour	PGA European Tour		5.5	1996-09-01	Halestorm	Black Pearl Software		GameFAQs community=5.3; LaunchBox community Bayesian (raw 5.2, n=36)=5.6; LaunchBox Community=5.5
snes	pga tour 96	PGA Tour 96		6.3	1996-01-01	Electronic Arts	Black Pearl Software		GameFAQs community=5.9; LaunchBox community Bayesian (raw 6.5, n=42)=6.6; LaunchBox Community=6.3
snes	pga tour golf	PGA Tour Golf		6.7	1992-03-01	Sterling Silver Software	Electronic Arts		GameFAQs community=6.3; LaunchBox community Bayesian (raw 7.1, n=40)=7.1; LaunchBox Community=6.7
snes	phalanx	Phalanx	6.1	7.4	1992-08-07	Kemco	Kemco	GameRankings (n=3)=5.6; MobyGames (n=5)=6.4	GameFAQs community=7.0; LaunchBox community Bayesian (raw 7.9, n=105)=7.8; LaunchBox Community=7.4
snes	phalanx the enforce fighter a 144	Phalanx: The Enforce Fighter A-144
snes	phantom 2040	Phantom 2040		7.3	1995-09-01	Viacom New Media	Viacom New Media		GameFAQs community=7.8; LaunchBox community Bayesian (raw 6.9, n=59)=6.9; LaunchBox Community=7.3
snes	pieces	Pieces	8.1	7.2	1994-07-22	Prism Kikaku	Atlus	MobyGames (n=5)=8.1	GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.0, n=53)=7.0; LaunchBox Community=7.2
snes	pilotwings	Pilotwings	8.1	7.5	1990-12-21	Nintendo EAD	Nintendo	GameRankings (n=7)=8.2; MobyGames (n=5)=8.1	GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.8, n=227)=7.8; LaunchBox Community=7.5
snes	pinball dreams	Pinball Dreams		6.4	1994-04-01	Spidersoft	GameTek		GameFAQs community=6.3; LaunchBox community Bayesian (raw 6.5, n=56)=6.6; LaunchBox Community=6.4
snes	pinball fantasies	Pinball Fantasies	6.5	6.4	1995-02-01	Spidersoft	GameTek	MobyGames (n=5)=6.5	GameFAQs community=6.9; LaunchBox community Bayesian (raw 5.8, n=59)=6.0; LaunchBox Community=6.4
snes	pink panther in pink goes to hollywood	Pink Panther in Pink Goes to Hollywood
snes	pinocchio	Pinocchio
snes	pit fighter	Pit-Fighter	3.4	3.3	1992-03-01	Atari Games	THQ	MobyGames (n=5)=3.4	GameFAQs community=2.4; LaunchBox community Bayesian (raw 3.8, n=65)=4.2; LaunchBox Community=3.3
snes	pitfall the mayan adventure	Pitfall: The Mayan Adventure	8.0	7.1	1994-11-01	Redline Games	Activision	MobyGames (n=5)=8.0	GameFAQs community=6.8; LaunchBox community Bayesian (raw 7.5, n=99)=7.5; LaunchBox Community=7.1
snes	plok	Plok	7.6	7.3	1993-09-01	Software Creations	Nintendo	GameRankings (n=5)=7.2; MobyGames (n=5)=7.9	GameFAQs community=7.3; LaunchBox community Bayesian (raw 7.3, n=112)=7.3
snes	pocky and rocky	Pocky & Rocky	7.7	7.7	1992-01-01	Natsume Co., Ltd.		MobyGames=7.7 (n=5 min)	GameFAQs community=7.7
snes	pop n twinbee	Pop'n Twinbee	8.3	8.0	1993-03-26	Konami	Konami	MobyGames (n=5)=8.3	GameFAQs community=7.6; LaunchBox community Bayesian (raw 8.5, n=99)=8.4; LaunchBox Community=8.0
snes	pop n twinbee rainbow bell adventures	Pop'n TwinBee: Rainbow Bell Adventures	8.0	7.7	1994-01-07	Konami	Konami	MobyGames (n=5)=8.0	GameFAQs community=7.5; LaunchBox community Bayesian (raw 7.9, n=60)=7.8; LaunchBox Community=7.7
snes	populous	Populous	7.7	6.1	1990-12-16	Infinity	Acclaim Entertainment	MobyGames (n=5)=7.7	GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.0, n=80)=6.1; LaunchBox Community=6.1
snes	populous ii trials of the olympian gods	Populous II: Trials of the Olympian Gods	8.4	6.1	1993-01-22	Infinity	Imagineer	MobyGames (n=5)=8.4	GameFAQs community=5.6; LaunchBox community Bayesian (raw 6.5, n=39)=6.6; LaunchBox Community=6.1
snes	porky pig s haunted holiday	Porky Pig's Haunted Holiday	6.2	6.4	1995-10-01	Phoenix Interactive Entertainment	Acclaim Entertainment	GameRankings (n=3)=6.7; MobyGames (n=5)=5.9	GameFAQs community=5.9; LaunchBox community Bayesian (raw 6.8, n=59)=6.8; LaunchBox Community=6.4
snes	power drive	Power Drive		6.8	1994-11-01	Rage Software	U.S. Gold		GameFAQs community=6.8; LaunchBox community Bayesian (raw 6.9, n=48)=6.9; LaunchBox Community=6.8
snes	power instinct	Power Instinct		7.3	1993-11-01	A.I	Atlus		GameFAQs community=7.2; LaunchBox community Bayesian (raw 7.4, n=67)=7.3; LaunchBox Community=7.3
snes	power monger	Power Monger		6.5	1993-03-26	Bullfrog Productions	Imagineer		GameFAQs community=5.7; LaunchBox community Bayesian (raw 7.4, n=36)=7.3; Legacy community=6.5
snes	power moves	Power Moves		5.2	1992-11-27	System Vision	Kaneko		GameFAQs community=5.0; LaunchBox community Bayesian (raw 5.0, n=51)=5.3; LaunchBox Community=5.2
snes	power piggs of the dark age	Power Piggs of the Dark Age	6.1	5.7	1996-05-01	Radical Entertainment	Titus Software	MobyGames (n=5)=6.1	GameFAQs community=5.1; LaunchBox community Bayesian (raw 6.0, n=49)=6.2; LaunchBox Community=5.7
snes	power rangers zeo battle racers	Power Rangers Zeo: Battle Racers		6.4	1996-09-01	Natsume	Bandai		LaunchBox community Bayesian (raw 6.3, n=46)=6.4; LaunchBox Community=6.4
snes	prehistorik man	Prehistorik Man		7.4	1995-06-23	Titus France	Titus Software		GameFAQs community=6.9; LaunchBox community Bayesian (raw 8.0, n=83)=7.9; LaunchBox Community=7.4
snes	primal rage	Primal Rage		6.1	1995-08-25	Bitmasters	Time Warner Interactive		GameFAQs community=5.9; LaunchBox community Bayesian (raw 6.2, n=75)=6.3; LaunchBox Community=6.1
snes	prince of persia	Prince of Persia	8.4	7.7	1992-07-03	Arsys Software	Konami	GameRankings (n=3)=8.2; MobyGames (n=5)=8.5	GameFAQs community=7.3; LaunchBox community Bayesian (raw 8.0, n=149)=7.9; LaunchBox Community=7.7
snes	prince of persia 2 the shadow and the flame	Prince of Persia 2: The Shadow and the Flame	5.3	5.7	1996	Brøderbund Software, Inc.		MobyGames (n=5)=5.3	GameFAQs community=5.7; Legacy community=5.7
snes	pro quarterback	Pro Quarterback	5.9	4.9	1992-12-01	Leland Interactive Media	Tradewest	GameRankings (n=4)=5.5; MobyGames (n=5)=6.2	GameFAQs community=4.6; LaunchBox community Bayesian (raw 4.6, n=31)=5.2; LaunchBox Community=4.9
snes	pro sport hockey	Pro Sport Hockey	4.5	5.8	1993-03-19	TOSE	Jaleco	MobyGames (n=5)=4.5	GameFAQs community=6.0; LaunchBox community Bayesian (raw 5.2, n=34)=5.6; LaunchBox Community=5.8
snes	push over	Push-Over	8.0	6.8	1992-12-01	Red Rat Software	Ocean Software	MobyGames (n=5)=8.0	GameFAQs community=6.9; LaunchBox community Bayesian (raw 6.8, n=57)=6.8
snes	putty squad	Putty Squad	7.8	6.6	1994-01-01	System 3 Software	Ocean Software	MobyGames (n=5)=7.8	GameFAQs community=5.8; LaunchBox community Bayesian (raw 7.5, n=38)=7.4; LaunchBox Community=6.6
snes	puzzle bobble vs	Puzzle Bobble VS
snes	q bert 3	Q-bert 3	6.2	6.4	1992-10-01	Realtime Associates	NTVIC	GameRankings (n=3)=6.2	GameFAQs community=6.0; LaunchBox community Bayesian (raw 6.7, n=50)=6.8; LaunchBox Community=6.4
snes	r type iii	R-Type III	8.2	8.2	1993-12-10	Irem	Irem	GameRankings (n=6)=8.2	GameFAQs community=8.1; LaunchBox community Bayesian (raw 8.4, n=184)=8.3; LaunchBox Community=8.2
